ID,Child_Type,Union,Gender,Alive,Livewith,Relation,Caregiver,Slum,PI16_DATE,Child_Age
81,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,08 Jun 15,.6735112936344969
118,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,12 Jun 15,4.700889801505818
383,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,08 Jul 15,4.733744010951403
218,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,20 Jun 15,3.770020533880904
84,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,06 Jun 15,2.387405886379192
131,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,13 Jun 15,.7720739219712526
132,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,13 Jun 15,4.6652977412731
334,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,05 Jul 15,5.749486652977413
434,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,11 Jul 15,4.364134154688569
444,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,17 Jul 15,1.51129363449692
299,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,01 Jul 15,2.455852156057495
73,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,05 Jun 15,1.037645448323066
426,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,13 Jul 15,3.854893908281999
364,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,05 Jul 15,3.504449007529089
217,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jun 15,4.941820670773443
171,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,17 Jun 15,5.062286105407256
61,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,04 Jun 15,.6543463381245722
406,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,13 Jul 15,1.984941820670773
64,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,05 Jun 15,3.471594798083504
476,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jul 15,.4079397672826831
211,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,18 Jun 15,1.171800136892539
445,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,17 Jul 15,.4517453798767967
300,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,01 Jul 15,2.850102669404517
367,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,05 Jul 15,5.352498288843258
331,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,05 Jul 15,.8733744010951403
391,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,09 Jul 15,5.248459958932238
408,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,13 Jul 15,3.24435318275154
1,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,28 May 15,3.915126625598905
238,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jun 15,4.112251882272417
223,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jun 15,5.735797399041752
49,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,04 Jun 15,3.718001368925393
405,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,13 Jul 15,5.489390828199863
204,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,20 Jun 15,.8323066392881588
203,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jun 15,4.960985626283367
409,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,13 Jul 15,2.546201232032854
463,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jul 15,6.050650239561944
437,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,13 Jul 15,6.072553045859
337,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,05 Jul 15,5.552361396303901
17,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,29 May 15,4.717316906228611
256,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,24 Jun 15,5.078713210130048
269,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,28 Jun 15,4.39151266255989
90,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,08 Jun 15,5.924709103353867
109,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,09 Jun 15,4.353182751540041
11,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,28 May 15,.6652977412731006
36,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,30 May 15,2.080766598220397
195,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jun 15,1.741273100616016
97,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,08 Jun 15,5.659137577002054
410,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,13 Jul 15,4.104038329911019
112,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,11 Jun 15,4.662559890485968
441,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,15 Jul 15,4.837782340862423
38,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,01 Jun 15,.7145790554414785
12,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,29 May 15,1.678302532511978
96,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,05 Jun 15,2.305270362765229
113,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,11 Jun 15,5.412731006160164
13,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,30 May 15,3.515400410677618
206,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jun 15,2.12457221081451
369,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,08 Jul 15,.8870636550308009
37,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,01 Jun 15,4.917180013689254
50,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,03 Jun 15,2.91854893908282
258,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,27 Jun 15,4.32580424366872
243,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,24 Jun 15,5.002053388090349
450,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,18 Jul 15,3.000684462696783
156,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,17 Jun 15,1.478439425051335
246,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,24 Jun 15,2.182067077344285
417,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,14 Jul 15,1.494866529774127
322,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,04 Jul 15,2.3709787816564
205,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,20 Jun 15,3.206023271731691
341,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,05 Jul 15,2.997946611909651
316,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,04 Jul 15,4.227241615331964
276,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,29 Jun 15,5.664613278576318
330,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,05 Jul 15,1.316906228610541
249,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,24 Jun 15,3.017111567419576
105,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,01 Jun 15,4.616016427104722
451,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jul 15,5.106091718001369
431,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,12 Jul 15,4.574948665297741
397,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,11 Jul 15,5.494866529774128
419,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,14 Jul 15,3.208761122518823
34,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,30 May 15,1.382614647501711
457,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,18 Jul 15,5.891854893908282
80,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,06 Jun 15,4.621492128678987
92,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,07 Jun 15,3.093771389459274
15,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,29 May 15,1.757700205338809
268,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,28 Jun 15,2.447638603696098
28,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,31 May 15,3.997262149212868
115,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,09 Jun 15,3.030800821355236
14,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,28 May 15,3.208761122518823
16,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,29 May 15,1.451060917180014
319,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,04 Jul 15,5.166324435318275
110,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,10 Jun 15,5.19917864476386
372,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,08 Jul 15,5.631759069130732
95,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,03 Jun 15,5.675564681724846
45,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,04 Jun 15,.9308692676249144
396,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,08 Jul 15,5.327857631759069
263,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,27 Jun 15,2.373716632443532
368,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,08 Jul 15,5.631759069130732
318,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,04 Jul 15,1.984941820670773
320,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,04 Jul 15,2.787132101300479
138,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,14 Jun 15,1.689253935660507
481,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jul 15,3.164955509924709
475,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jul 15,1.182751540041068
111,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,10 Jun 15,2.967830253251198
151,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,16 Jun 15,.4736481861738535
126,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,12 Jun 15,4.750171115674195
196,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jun 15,3.326488706365503
442,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,15 Jul 15,.161533196440794
58,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,04 Jun 15,3.080082135523614
438,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,13 Jul 15,3.156741957563313
452,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jul 15,4.736481861738535
317,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,04 Jul 15,2.88021902806297
155,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,17 Jun 15,.8459958932238193
335,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,05 Jul 15,3.83025325119781
402,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,12 Jul 15,6.50239561943874
54,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,04 Jun 15,5.316906228610541
264,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,27 Jun 15,1.924709103353867
139,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,15 Jun 15,2.313483915126626
259,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,27 Jun 15,1.327857631759069
482,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jul 15,.3969883641341547
487,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,25 Jul 15,1.842573579739904
270,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,28 Jun 15,4.514715947980835
275,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,29 Jun 15,5.612594113620808
245,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,24 Jun 15,5.292265571526352
250,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,24 Jun 15,.6570841889117043
273,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,28 Jun 15,4.991101984941821
422,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,14 Jul 15,1.61533196440794
59,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,04 Jun 15,3.715263518138261
352,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,29 May 15,5.190965092402464
311,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,03 Jul 15,.9609856262833676
227,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jun 15,.7912388774811773
399,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,11 Jul 15,2.387405886379192
282,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,28 Jun 15,5.812457221081451
274,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,28 Jun 15,5.995893223819301
336,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,05 Jul 15,4.722792607802875
432,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,08 Jul 15,4.076659822039699
40,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,01 Jun 15,1.998631074606434
43,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,01 Jun 15,4.128678986995209
280,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,28 Jun 15,2.951403148528405
35,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,31 May 15,3.441478439425051
292,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,30 Jun 15,3.216974674880219
67,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,04 Jun 15,2.168377823408624
55,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,05 Jun 15,2.943189596167009
293,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,30 Jun 15,5.557837097878165
277,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,24 Jun 15,4.317590691307323
57,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,05 Jun 15,4.440793976728268
56,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,05 Jun 15,3.033538672142368
459,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,18 Jul 15,3.88227241615332
69,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,06 Jun 15,4.147843942505133
70,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,06 Jun 15,5.429158110882957
88,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,09 Jun 15,5.196440793976728
154,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,10 Jun 15,2.203969883641342
108,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,09 Jun 15,5.204654346338125
33,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,01 Jun 15,1.612594113620808
68,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,04 Jun 15,3.734428473648186
257,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,26 Jun 15,5.612594113620808
253,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,25 Jun 15,5.201916495550993
89,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,09 Jun 15,1.52498288843258
39,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,01 Jun 15,3.909650924024641
60,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,04 Jun 15,4.232717316906228
488,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,25 Jul 15,3.112936344969199
388,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,07 Jul 15,3.211498973305955
279,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,28 Jun 15,5.330595482546201
314,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,03 Jul 15,3.832991101984942
281,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,27 Jun 15,4.966461327857632
347,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,04 Jul 15,5.965776865160849
393,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,09 Jul 15,4.186173853524983
474,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,20 Jul 15,3.173169062286105
489,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,26 Jul 15,5.051334702258726
404,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,12 Jul 15,5.144421629021219
10,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,29 May 15,1.281314168377823
291,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,30 Jun 15,2.184804928131417
107,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,09 Jun 15,2.38466803559206
25,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,31 May 15,3.323750855578371
326,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,03 Jul 15,2.012320328542094
403,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,12 Jul 15,3.203285420944558
178,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,18 Jun 15,3.641341546885695
323,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,02 Jul 15,1.163586584531143
222,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jun 15,3.66050650239562
32,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,01 Jun 15,2.910335386721424
278,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,28 Jun 15,2.116358658453114
424,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,14 Jul 15,3.112936344969199
338,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,05 Jul 15,4.117727583846681
339,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,05 Jul 15,.3175906913073238
340,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,05 Jul 15,2.636550308008214
351,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,05 Jul 15,2.373716632443532
309,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,01 Jul 15,5.486652977412731
425,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,14 Jul 15,5.284052019164956
484,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,26 Jul 15,4.016427104722792
328,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,15 Jun 15,4.85968514715948
327,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,28 May 15,1.83709787816564
214,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jun 15,5.730321697467488
9,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,29 May 15,1.464750171115674
353,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,02 Jul 15,3.597535934291581
411,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,09 Jul 15,5.08145106091718
176,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,18 Jun 15,3.671457905544148
221,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jun 15,4.292950034223135
324,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,05 Jul 15,2.924024640657084
325,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,05 Jul 15,3.337440109514032
31,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,28 May 15,5.267624914442163
486,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,25 Jul 15,3.926078028747433
315,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,03 Jul 15,4.016427104722792
313,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,03 Jul 15,1.420944558521561
343,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,04 Jul 15,5.963039014373717
477,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jul 15,.4955509924709103
446,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,17 Jul 15,.2272416153319644
239,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,23 Jun 15,1.464750171115674
471,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,20 Jul 15,4.20807665982204
133,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,10 Jun 15,.9144421629021219
310,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,03 Jul 15,3.222450376454483
394,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,09 Jul 15,3.920602327173169
439,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,14 Jul 15,4.966461327857632
447,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,14 Jul 15,5.801505817932923
423,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,14 Jul 15,3.542778918548939
119,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,09 Jun 15,1.357973990417522
378,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,08 Jul 15,4.83504449007529
470,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,20 Jul 15,1.51129363449692
377,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,08 Jul 15,3.789185489390828
449,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,17 Jul 15,.8980150581793293
87,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,09 Jun 15,2.661190965092402
342,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,03 Jul 15,4.616016427104722
376,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,07 Jul 15,2.907597535934292
194,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jun 15,2.584531143052704
469,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,20 Jul 15,1.979466119096509
