ID,Child_Type,Union,Gender,Alive,Livewith,Relation,Caregiver,Slum,BINT_TIME1_DATE,Child_Age
407,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,18 Jan 16,9.631759069130732
408,Children From Other Unions,1,Female,Yes,No,Biological Mother,Other Relative (Maternal), ,18 Jan 16,13.01300479123888
408,Children From Other Unions,1,Female,Yes,No,Biological Mother,Maternal Grandparent, ,18 Jan 16,6.187542778918549
409,Children With Biological Father,0,Male,Yes,No,Biological Mother,Maternal Grandparent, ,18 Jan 16,7.315537303216975
410,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jan 16,11.61122518822724
414,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jan 16,.3750855578370979
414,Non-Biological Children Under Five,,Female,,Yes,Other,Biolgical Mother, ,19 Jan 16,2.80082135523614
415,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jan 16,5.232032854209446
415,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jan 16,14.04791238877481
416,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jan 16,17.04859685147159
416,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jan 16,14.04791238877481
416,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jan 16,11.04722792607803
416,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jan 16,7.885010266940451
416,Children With Biological Father,0,Male,No,,Biological Mother,, ,19 Jan 16,16.04928131416838
418,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,18 Jan 16,16.52292950034223
418,Children From Other Unions,1,Male,Yes,No,Biological Mother,Other Relative (Maternal), ,18 Jan 16,15.5482546201232
418,Children From Other Unions,2,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,18 Jan 16,8.651608487337439
419,Children From Other Unions,1,Female,Yes,No,Biological Mother,Other Relative (Maternal), ,18 Jan 16,8.668035592060233
420,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jan 16,.0438056125941136
421,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jan 16,13.68651608487338
421,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jan 16,9.103353867214237
422,Children From Other Unions,1,Male,Yes,No,Biological Mother,Other Relative (Maternal), ,19 Jan 16,12.04928131416838
422,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jan 16,5.620807665982204
423,Children With Biological Father,0,Female,No,,Biological Mother,, ,18 Jan 16,4.213552361396304
423,Children With Biological Father,0,Male,No,,Biological Mother,, ,18 Jan 16,4.213552361396304
426,Children Not Mentioned,,Female,Yes,Yes,,Biolgical Mother, ,19 Jan 16,8.28747433264887
427,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jan 16,16.2984257357974
427,Children From Other Unions,1,Male,Yes,No,Biological Mother,Maternal Grandparent, ,19 Jan 16,12.72005475701574
428,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jan 16,6.609171800136893
428,Children With Biological Father,0,Male,No,,Biological Mother,, ,19 Jan 16,8.621492128678987
429,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jan 16,10.507871321013
429,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jan 16,9.336071184120465
429,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jan 16,3.356605065023956
430,Children From Other Unions,1,Male,No,,Biological Mother,, ,19 Jan 16,5.319644079397673
431,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jan 16,16.53935660506502
431,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jan 16,14.16563997262149
431,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jan 16,11.709787816564
432,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jan 16,7.731690622861054
433,Children From Other Unions,1,Male,No,,Biological Mother,, ,19 Jan 16,8.802190280629706
435,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jan 16,.1834360027378508
436,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jan 16,8.11772758384668
436,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jan 16,5.596167008898015
437,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jan 16,3.945242984257358
437,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jan 16,9.043121149897331
437,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jan 16,19.71800136892539
437,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jan 16,17.95482546201232
437,Children From Other Unions,1,,,,Biological Mother,, ,19 Jan 16,11.43052703627652
438,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jan 16,13.57700205338809
438,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jan 16,10.72689938398357
438,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jan 16,8.194387405886379
438,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jan 16,.2135523613963039
401,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,18 Jan 16,6.201232032854209
97,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,24 Jan 16,1.481177275838467
15,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,20 Jan 16,5.924709103353867
74,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,23 Jan 16,4.673511293634497
12,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,20 Jan 16,1.169062286105407
328,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,09 Feb 16,3.789185489390828
329,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,10 Feb 16,6.507871321013004
424,Focal Child,0,Male,Yes,No,Biological Mother,, ,18 Jan 16,4.709103353867214
76,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,24 Jan 16,4.561259411362081
14,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,20 Jan 16,5.634496919917864
75,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,24 Jan 16,5.379876796714579
414,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jan 16,2.149212867898699
121,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,25 Jan 16,1.905544147843943
429,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jan 16,3.356605065023956
71,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,22 Jan 16,3.665982203969884
16,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,20 Jan 16,4.219028062970568
412,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,18 Jan 16,1.609856262833676
106,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,26 Jan 16,5.804243668720055
413,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jan 16,2.496919917864477
13,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,20 Jan 16,1.659137577002053
129,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,28 Jan 16,2.655715263518138
392,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,16 Feb 16,3.260780287474333
376,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,15 Feb 16,2.083504449007529
192,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,28 Jan 16,4.525667351129363
5,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,20 Jan 16,4.826830937713894
298,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,07 Feb 16,6.354551676933607
228,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,02 Feb 16,6.140999315537303
366,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,11 Feb 16,4.851471594798084
300,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,07 Feb 16,5.538672142368241
68,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,24 Jan 16,4.947296372347707
41,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jan 16,.8733744010951403
42,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jan 16,2.521560574948665
43,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jan 16,4.068446269678303
430,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jan 16,1.574264202600958
73,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,23 Jan 16,4.692676249144422
72,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,22 Jan 16,5.960301163586585
296,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,06 Feb 16,5.798767967145791
146,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,26 Jan 16,5.223819301848049
402,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,18 Jan 16,2.691307323750856
144,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,29 Jan 16,6.190280629705681
17,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jan 16,5.894592744695414
18,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jan 16,3.51813826146475
89,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,22 Jan 16,1.875427789185489
297,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,06 Feb 16,3.367556468172485
145,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,26 Jan 16,6.064339493497604
86,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,23 Jan 16,5.234770704996578
243,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,04 Feb 16,5.404517453798768
403,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,18 Jan 16,2.223134839151266
164,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,30 Jan 16,4.42984257357974
167,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,29 Jan 16,3.411362080766598
210,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,30 Jan 16,6.338124572210814
227,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,02 Feb 16,2.458590006844627
130,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,28 Jan 16,2.505133470225873
154,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,28 Jan 16,.8952772073921971
394,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,17 Feb 16,6.997946611909651
393,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,17 Feb 16,1.670088980150582
244,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,03 Feb 16,2.986995208761122
406,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,18 Jan 16,7.7782340862423
242,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,03 Feb 16,3.203285420944558
155,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,28 Jan 16,5.618069815195072
389,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,15 Feb 16,5.957563312799453
299,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,07 Feb 16,1.275838466803559
387,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,14 Feb 16,5.66735112936345
245,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,02 Feb 16,2.677618069815195
301,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,07 Feb 16,3.167693360711841
169,Focal Child,0,Female,Yes,No,Biological Mother,, ,30 Jan 16,5.995893223819301
107,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,27 Jan 16,2.053388090349076
108,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,27 Jan 16,4.92539356605065
152,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,28 Jan 16,5.607118412046543
147,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,27 Jan 16,3.145790554414785
205,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,31 Jan 16,4.892539356605065
165,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,30 Jan 16,1.648186173853525
166,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,29 Jan 16,6.48870636550308
168,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,30 Jan 16,5.579739904175223
368,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,13 Feb 16,2.078028747433265
395,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,17 Feb 16,4.268309377138946
151,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,27 Jan 16,5.894592744695414
272,Focal Child,0,Female,Yes,No,Biological Mother,, ,03 Feb 16,5.979466119096509
204,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,31 Jan 16,4.947296372347707
170,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,30 Jan 16,2.119096509240246
157,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,29 Jan 16,3.07460643394935
259,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,03 Feb 16,3.926078028747433
246,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,31 Jan 16,1.637234770704997
180,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,30 Jan 16,5.83709787816564
156,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,29 Jan 16,3.613963039014374
317,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,07 Feb 16,5.94113620807666
194,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,31 Jan 16,6.184804928131417
183,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,30 Jan 16,3.214236824093087
233,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,31 Jan 16,1.363449691991786
367,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,11 Feb 16,6.324435318275154
396,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,17 Feb 16,4.676249144421629
326,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,22 Jan 16,5.735797399041752
327,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,09 Feb 16,1.048596851471595
438,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jan 16,4.131416837782341
139,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,28 Jan 16,3.603011635865845
149,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,29 Jan 16,5.987679671457905
305,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,07 Feb 16,5.253935660506502
405,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,18 Jan 16,2.119096509240246
209,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,30 Jan 16,2.036960985626283
69,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,24 Jan 16,3.657768651608488
70,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,24 Jan 16,5.316906228610541
61,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,22 Jan 16,1.188227241615332
161,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,30 Jan 16,5.960301163586585
148,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,29 Jan 16,6.072553045859
143,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,29 Jan 16,4.147843942505133
53,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,23 Jan 16,3.923340177960301
65,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,20 Jan 16,3.808350444900753
372,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,13 Feb 16,3.288158795345653
44,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jan 16,5.494866529774128
22,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,22 Jan 16,1.11978097193703
422,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jan 16,4.046543463381246
66,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,23 Jan 16,5.579739904175223
417,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jan 16,5.004791238877481
381,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,29 Jan 16,4.681724845995893
404,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,18 Jan 16,5.872689938398358
140,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,28 Jan 16,3.449691991786448
57,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,23 Jan 16,5.670088980150582
162,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,30 Jan 16,4.213552361396304
1,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,20 Jan 16,3.307323750855578
2,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,20 Jan 16,3.315537303216975
27,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jan 16,2.625598904859685
28,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jan 16,1.878165639972621
335,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,09 Feb 16,1.593429158110883
383,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,15 Feb 16,6.611909650924025
62,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,22 Jan 16,4.035592060232717
231,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,03 Feb 16,6.464065708418891
237,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,30 Jan 16,5.04312114989733
141,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,27 Jan 16,1.566050650239562
117,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,27 Jan 16,3.479808350444901
45,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,22 Jan 16,5.486652977412731
126,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,28 Jan 16,3.586584531143053
63,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,23 Jan 16,3.112936344969199
67,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,23 Jan 16,2.31895961670089
90,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,24 Jan 16,3.433264887063655
127,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,28 Jan 16,5.965776865160849
116,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,27 Jan 16,6.417522245037645
91,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,24 Jan 16,2.00684462696783
125,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,28 Jan 16,1.152635181382615
212,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,31 Jan 16,4.060232717316906
11,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,20 Jan 16,2.236824093086927
397,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,17 Feb 16,2.680355920602327
373,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,14 Feb 16,5.442847364818618
138,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,27 Jan 16,2.97056810403833
142,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,27 Jan 16,6.231348391512663
54,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,23 Jan 16,5.738535249828884
354,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,13 Feb 16,4.290212183436003
128,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,28 Jan 16,4.084873374401095
193,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,30 Jan 16,4.966461327857632
64,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,23 Jan 16,4.479123887748118
114,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,27 Jan 16,3.206023271731691
115,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,27 Jan 16,3.24435318275154
3,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,20 Jan 16,5.503080082135524
60,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,24 Jan 16,6.455852156057495
362,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,13 Feb 16,3.838466803559206
398,Focal Child,0,Female,Yes,No,Biological Mother,,Dandora,17 Feb 16,4.92539356605065
428,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jan 16,2.376454483230664
83,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,25 Jan 16,4.681724845995893
203,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,27 Jan 16,4.561259411362081
408,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,18 Jan 16,4.706365503080082
409,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,18 Jan 16,2.327173169062286
407,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,18 Jan 16,5.598904859685147
365,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,13 Feb 16,4.16974674880219
92,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,25 Jan 16,5.171800136892539
359,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,13 Feb 16,3.646817248459959
364,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,14 Feb 16,5.83709787816564
275,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,07 Feb 16,1.043121149897331
221,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,03 Feb 16,2.3709787816564
46,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,23 Jan 16,2.324435318275154
276,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,07 Feb 16,2.105407255304586
309,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,07 Feb 16,1.070499657768652
302,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,09 Feb 16,2.168377823408624
427,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jan 16,3.690622861054072
80,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,24 Jan 16,3.017111567419576
31,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,20 Jan 16,2.636550308008214
32,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,20 Jan 16,3.515400410677618
82,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jan 16,2.518822724161533
33,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jan 16,3.753593429158111
29,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jan 16,4.799452429842574
30,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jan 16,2.680355920602327
4,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,20 Jan 16,2.3709787816564
308,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,09 Feb 16,3.233401779603012
286,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,07 Feb 16,4.736481861738535
363,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,14 Feb 16,3.118412046543463
415,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jan 16,3.378507871321013
81,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,24 Jan 16,1.262149212867899
55,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,14 Jan 97,-16.68993839835729
223,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,03 Feb 16,1.4072553045859
333,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,10 Feb 16,3.342915811088296
208,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,02 Feb 16,4.498288843258043
425,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jan 16,4.082135523613963
191,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,31 Jan 16,.7145790554414785
187,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,31 Jan 16,1.190965092402464
217,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,03 Feb 16,4.016427104722792
346,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,12 Feb 16,6.042436687200547
179,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,30 Jan 16,4.112251882272417
247,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,31 Jan 16,6.579055441478439
426,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jan 16,4.709103353867214
150,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,29 Jan 16,3.734428473648186
271,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,06 Feb 16,2.822724161533197
270,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,06 Feb 16,3.189596167008898
410,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jan 16,4.479123887748118
284,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,07 Feb 16,4.087611225188227
