ID,Child_Type,Union,Gender,Alive,Livewith,Relation,Caregiver,Slum,BINT_TIME1_DATE,Child_Age
221,Children With Biological Father,0,Male,No,,Biological Mother,, ,03 Feb 16,4.369609856262834
224,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,03 Feb 16,6.496919917864476
227,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,02 Feb 16,11.06913073237509
227,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,02 Feb 16,5.878165639972622
228,Children With Biological Father,0,Female,No,,Biological Mother,, ,02 Feb 16,13.7741273100616
228,Children From Other Unions,1,Female,Yes,No,Biological Mother,Non-Relative, ,02 Feb 16,22.67214236824093
230,Children From Other Unions,1,Male,Yes,No,Biological Mother,Other Relative (Maternal), ,03 Feb 16,3.381245722108145
232,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,31 Jan 16,22.0807665982204
232,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,31 Jan 16,20.08213552361396
232,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,31 Jan 16,15.08008213552361
232,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,31 Jan 16,116.0793976728268
235,Children From Other Unions,1,Female,No,,Biological Mother,, ,04 Feb 16,10.94318959616701
239,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,04 Feb 16,9.702943189596168
239,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,04 Feb 16,5.612594113620808
239,Children Not Mentioned,,Male,Yes,Yes,,Biolgical Mother, ,04 Feb 16,.3258042436687201
240,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,04 Feb 16,15.09103353867214
240,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,04 Feb 16,9.092402464065708
240,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,04 Feb 16,7.091033538672143
243,Children Not Mentioned,,Female,Yes,Yes,,Biolgical Mother, ,04 Feb 16,8.188911704312115
244,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,03 Feb 16,17.22929500342231
245,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,02 Feb 16,19.22518822724162
245,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,02 Feb 16,17.16084873374401
245,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,02 Feb 16,10.84462696783025
245,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,02 Feb 16,8.577686516084873
245,Children From Other Unions,1,Male,No,,Biological Mother,, ,02 Feb 16,5.152635181382615
247,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,31 Jan 16,.1560574948665298
247,Children Not Mentioned,,Male,Yes,Yes,,Biolgical Mother, ,31 Jan 16,8.544832306639288
248,Children Not Mentioned,,Female,Yes,No,,Non-Relative, ,04 Feb 16,22.63655030800821
248,Children Not Mentioned,,Male,Yes,No,,Don't Know, ,04 Feb 16,19.43600273785079
248,Children Not Mentioned,,Male,Yes,Yes,,Biolgical Mother, ,04 Feb 16,16.80492813141684
248,Children Not Mentioned,,Male,Yes,Yes,,Biolgical Mother, ,04 Feb 16,11.08008213552361
248,Children Not Mentioned,,Male,Yes,Yes,,Biolgical Mother, ,04 Feb 16,1.437371663244353
253,Children With Biological Father,0,Male,Yes,No,Biological Mother,Maternal Grandparent, ,05 Feb 16,15.95071868583162
253,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,05 Feb 16,13.67556468172485
253,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,05 Feb 16,12.84325804243669
253,Children With Biological Father,0,,Yes,Yes,Biological Mother,Biolgical Mother, ,05 Feb 16,10.92128678986995
253,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,05 Feb 16,8.673511293634498
255,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,04 Feb 16,3.578370978781656
258,Children From Other Unions,1,Female,Yes,No,Biological Mother,Other Relative (Maternal), ,05 Feb 16,10.87474332648871
260,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,04 Feb 16,20.84325804243669
260,Children From Other Unions,2,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,04 Feb 16,15.75906913073237
260,Children From Other Unions,3,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,04 Feb 16,9.782340862422998
261,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,05 Feb 16,14.03969883641342
261,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,05 Feb 16,12.94729637234771
263,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,06 Feb 16,5.664613278576318
264,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,06 Feb 16,22.83641341546886
264,Children From Other Unions,1,Female,Yes,No,Biological Mother,Non-Relative, ,06 Feb 16,20.82683093771389
266,Children From Other Unions,1,Female,No,,Biological Mother,, ,05 Feb 16,.1232032854209446
267,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,06 Feb 16,11.71252566735113
267,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,06 Feb 16,.0657084188911704
269,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,06 Feb 16,13.83436002737851
271,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,06 Feb 16,19.09650924024641
271,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,06 Feb 16,21.09787816563997
271,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,06 Feb 16,22.05338809034908
271,Children From Other Unions,1,Female,Yes,No,Biological Mother,Non-Relative, ,06 Feb 16,26.09719370294319
271,Non-Biological Children Under Five,,Male,,Yes,Maternal Grandmother,Biolgical Mother, ,06 Feb 16,3.189596167008898
272,Children From Other Unions,1,Female,Yes,No,Biological Mother,Other Relative (Paternal), ,03 Feb 16,12.31211498973306
277,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,06 Feb 16,12.93634496919918
277,Children From Other Unions,2,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,06 Feb 16,9.516769336071183
277,Children From Other Unions,3,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,06 Feb 16,5.415468856947296
279,Children With Biological Father,0,Female,Yes,No,Biological Mother,Biolgical Mother, ,06 Feb 16,4.098562628336755
279,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,06 Feb 16,10.09719370294319
279,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,06 Feb 16,8.098562628336756
279,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,06 Feb 16,5.935660506502396
280,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,06 Feb 16,14.05886379192334
280,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,06 Feb 16,12.09856262833676
280,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,06 Feb 16,10.09719370294319
280,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,06 Feb 16,1.264887063655031
285,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,07 Feb 16,17.95482546201232
285,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,07 Feb 16,14.26694045174538
285,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,07 Feb 16,12.16700889801506
289,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,07 Feb 16,10.25051334702259
289,Children With Biological Father,0,Male,No,,Biological Mother,, ,07 Feb 16,1.711156741957563
293,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,08 Feb 16,18.10266940451745
293,Children From Other Unions,2,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,08 Feb 16,12.08761122518823
294,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,08 Feb 16,12.98288843258042
294,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,08 Feb 16,16.51745379876797
294,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,08 Feb 16,14.7378507871321
295,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,05 Feb 16,21.93018480492813
295,Children With Biological Father,0,Female,Yes,No,Biological Mother,Other Relative (Maternal), ,05 Feb 16,20.75838466803559
295,Children With Biological Father,0,Male,Yes,No,Biological Mother,Other Relative (Maternal), ,05 Feb 16,17.41820670773443
295,Children With Biological Father,0,,Yes,Yes,Biological Mother,Biolgical Mother, ,05 Feb 16,14.83915126625599
295,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,05 Feb 16,17.09514031485284
295,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,05 Feb 16,11.00889801505818
295,Children With Biological Father,0,Female,No,,Biological Mother,, ,05 Feb 16,9.585215605749486
295,Children With Biological Father,0,Female,No,,Biological Mother,, ,05 Feb 16,8.676249144421629
296,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,06 Feb 16,19.14031485284052
296,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,06 Feb 16,15.24709103353867
298,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,07 Feb 16,9.82340862422998
299,Children From Other Unions,1,Male,Yes,No,Biological Mother,Non-Relative, ,07 Feb 16,10.81724845995893
300,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,07 Feb 16,8.878850102669405
300,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,07 Feb 16,7.411362080766598
301,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,07 Feb 16,6.636550308008213
304,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,06 Feb 16,7.331964407939767
306,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,07 Feb 16,9.519507186858316
306,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,07 Feb 16,7.676933607118412
307,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,07 Feb 16,10.08624229979466
308,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,09 Feb 16,.999315537303217
309,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,07 Feb 16,9.768651608487337
309,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,07 Feb 16,5.68104038329911
309,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,07 Feb 16,14.42573579739904
310,Children From Other Unions,1,Female,Yes,No,Biological Mother,Other Relative (Maternal), ,09 Feb 16,1.226557152635181
310,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,09 Feb 16,6.431211498973306
311,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,09 Feb 16,23.1047227926078
311,Children From Other Unions,1,Female,Yes,No,Biological Mother,Non-Relative, ,09 Feb 16,28.10677618069815
311,Non-Biological Children Under Five,,Male,,Yes,Maternal Grandmother,Biolgical Mother, ,09 Feb 16,5.106091718001369
311,Non-Biological Children Under Five,,Male,,Yes,Maternal Grandmother,Biolgical Mother, ,09 Feb 16,2.105407255304586
312,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,09 Feb 16,13.21013004791239
312,Children From Other Unions,2,Male,No,,Biological Mother,, ,09 Feb 16,11.11019849418207
312,Children From Other Unions,3,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,09 Feb 16,16.83504449007529
312,Children From Other Unions,4,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,09 Feb 16,14.54072553045859
313,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,09 Feb 16,9.796030116358658
313,Children From Other Unions,1,Male,Yes,No,Biological Mother,Biological Father, ,09 Feb 16,9.724845995893224
316,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,09 Feb 16,.971937029431896
316,Children From Other Unions,2,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,09 Feb 16,17.18001368925394
316,Children Not Mentioned,,Female,Yes,No,,Biolgical Mother, ,09 Feb 16,25.27310061601643
322,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,10 Feb 16,8.572210814510608
323,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,10 Feb 16,7.748117727583847
325,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,10 Feb 16,13.35797399041752
326,Children With Biological Father,0,Male,Yes,No,Biological Mother,Other Relative (Paternal), ,22 Jan 16,8.7419575633128
326,Children From Other Unions,1,Male,Yes,No,Biological Mother,Biological Father, ,22 Jan 16,16.64339493497604
326,Children From Other Unions,1,Female,Yes,No,Biological Mother,Biological Father, ,22 Jan 16,12.9719370294319
327,Children From Other Unions,1,Male,No,,Biological Mother,, ,09 Feb 16,116.104038329911
327,Children From Other Unions,2,Male,Yes,No,Biological Mother,Maternal Grandparent, ,09 Feb 16,3.104722792607803
328,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,09 Feb 16,6.636550308008213
329,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,10 Feb 16,12.60232717316906
330,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,10 Feb 16,6.127310061601642
332,Children Not Mentioned,,Male,Yes,Yes,,Biolgical Mother, ,11 Feb 16,21.67282683093772
332,Children Not Mentioned,,Male,Yes,Yes,,Biolgical Mother, ,11 Feb 16,20.61601642710472
332,Children Not Mentioned,,Male,Yes,Yes,,Biolgical Mother, ,11 Feb 16,17.51676933607119
332,Children Not Mentioned,,Female,Yes,Yes,,Biolgical Mother, ,11 Feb 16,10.10540725530459
333,Non-Biological Children Under Five,,Male,,Yes,Maternal Aunt,Biolgical Mother, ,10 Feb 16,4.095824777549623
335,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,09 Feb 16,7.701574264202601
336,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,09 Feb 16,17.51403148528405
336,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,09 Feb 16,11.13210130047912
336,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,09 Feb 16,8.487337440109513
339,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,10 Feb 16,8.832306639288159
341,Children From Other Unions,1,Female,Yes,No,Biological Mother,Other Relative (Maternal), ,11 Feb 16,29.68377823408624
341,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,11 Feb 16,27.13757700205339
341,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,11 Feb 16,23.13483915126626
341,Children From Other Unions,1,Male,Yes,No,Biological Mother,Other Relative (Maternal), ,11 Feb 16,17.68377823408624
341,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,11 Feb 16,19.24709103353867
345,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,10 Feb 16,16.60506502395619
345,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,10 Feb 16,6.740588637919234
346,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,12 Feb 16,14.05065023956194
346,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,12 Feb 16,9.670088980150581
346,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,12 Feb 16,3.942505133470226
347,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,10 Feb 16,17.1088295687885
347,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,10 Feb 16,11.68240930869268
349,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,11 Feb 16,13.61806981519507
350,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,12 Feb 16,13.11430527036276
350,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,12 Feb 16,9.114305270362765
351,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,12 Feb 16,3.482546201232033
351,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,12 Feb 16,15.15674195756331
352,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,11 Feb 16,8.0766598220397
353,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,12 Feb 16,8.892539356605065
357,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,13 Feb 16,15.80561259411362
357,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,13 Feb 16,13.8590006844627
357,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,13 Feb 16,8.320328542094456
357,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,13 Feb 16,8.320328542094456
357,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,13 Feb 16,2.74880219028063
359,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,13 Feb 16,19.05544147843943
359,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,13 Feb 16,16.11772758384668
362,Children With Biological Father,0,Male,Yes,No,Biological Mother,Non-Relative, ,13 Feb 16,19.81930184804928
362,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,13 Feb 16,11.73716632443532
362,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,13 Feb 16,5.568788501026694
362,Children With Biological Father,0,Male,Yes,No,Biological Mother,Non-Relative, ,13 Feb 16,18.45037645448323
365,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,13 Feb 16,13.58795345653662
366,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,11 Feb 16,.6242299794661191
366,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,11 Feb 16,20.50650239561944
366,Children From Other Unions,2,Male,Yes,No,Biological Mother,Maternal Grandparent, ,11 Feb 16,20.78302532511978
366,Children From Other Unions,2,Female,Yes,No,Biological Mother,Maternal Grandparent, ,11 Feb 16,15.51813826146475
366,Non-Biological Children Under Five,,Male,,Yes,Maternal Aunt,Biolgical Mother, ,11 Feb 16,6.505133470225872
368,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,13 Feb 16,14.83641341546886
368,Children From Other Unions,2,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,13 Feb 16,8.917180013689254
368,Children From Other Unions,2,Male,Yes,No,Biological Mother,Other Relative (Maternal), ,13 Feb 16,10.57084188911704
368,Children From Other Unions,2,Female,No,,Biological Mother,, ,13 Feb 16,3.832991101984942
368,Children From Other Unions,2,Male,No,,Biological Mother,, ,13 Feb 16,6.658453114305271
368,Children From Other Unions,2,Male,No,,Biological Mother,, ,13 Feb 16,10.57084188911704
370,Children Not Mentioned,,Female,Yes,Yes,,Biolgical Mother, ,14 Feb 16,.7802874743326489
371,Children With Biological Father,0,,,,Biological Mother,, ,14 Feb 16,7.67419575633128
372,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,13 Feb 16,19.01437371663244
372,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,13 Feb 16,17.34428473648186
373,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,14 Feb 16,12.34496919917864
373,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,14 Feb 16,10.20123203285421
373,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,14 Feb 16,7.67419575633128
374,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,14 Feb 16,9.932922655715263
376,Children From Other Unions,1,Male,Yes,No,Biological Mother,Biological Father, ,15 Feb 16,17.79876796714579
377,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,15 Feb 16,9.489390828199863
377,Children From Other Unions,1,Male,Yes,No,Biological Mother,Other Relative (Maternal), ,15 Feb 16,12.58316221765914
378,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,15 Feb 16,4.982888432580425
378,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,15 Feb 16,.4243668720054757
379,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,15 Feb 16,9.122518822724162
380,Children With Biological Father,0,Male,Yes,No,Biological Mother,Other Relative (Maternal), ,15 Feb 16,7.931553730321697
381,Children With Biological Father,0,Male,No,,Biological Mother,, ,29 Jan 16,2.414784394250513
381,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,29 Jan 16,8.0766598220397
381,Children Not Mentioned,,Male,Yes,Yes,,Biolgical Mother, ,29 Jan 16,22.32717316906228
381,Children Not Mentioned,,Female,No,,,, ,29 Jan 16,22.32717316906228
381,Children Not Mentioned,,Male,Yes,Yes,,Biolgical Mother, ,29 Jan 16,15.51266255989049
381,Children Not Mentioned,,Male,Yes,Yes,,Biolgical Mother, ,29 Jan 16,13.4757015742642
382,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,15 Feb 16,6.121834360027378
383,Children Not Mentioned,,Male,Yes,Yes,,Biolgical Mother, ,15 Feb 16,3.693360711841205
384,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,13 Feb 16,2.173853524982889
384,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,13 Feb 16,.2628336755646817
385,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,13 Feb 16,13.26762491444216
385,Children From Other Unions,2,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,13 Feb 16,13.1170431211499
386,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,14 Feb 16,10.20396988364134
386,Children From Other Unions,2,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,14 Feb 16,1.724845995893224
387,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,14 Feb 16,13.11978097193703
387,Children From Other Unions,2,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,14 Feb 16,9.119780971937029
388,Children With Biological Father,0,Female,Yes,No,Biological Mother,Maternal Grandparent, ,14 Feb 16,15.43326488706366
388,Children With Biological Father,0,Female,Yes,No,Biological Mother,Maternal Grandparent, ,14 Feb 16,13.11978097193703
389,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,15 Feb 16,16.8870636550308
390,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,16 Feb 16,12.49281314168378
391,Children From Other Unions,1,Male,Yes,No,Biological Mother,Paternal Grandparent, ,17 Feb 16,5.596167008898015
394,Children From Other Unions,1,Female,Yes,No,Biological Mother,Non-Relative, ,17 Feb 16,28.06297056810404
394,Children From Other Unions,1,Male,No,,Biological Mother,, ,17 Feb 16,25.67556468172485
395,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,17 Feb 16,1.240246406570842
396,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,17 Feb 16,16.49281314168378
396,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,17 Feb 16,23.12662559890486
396,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,17 Feb 16,7.12662559890486
396,Children From Other Unions,1,Female,Yes,No,Biological Mother,Non-Relative, ,17 Feb 16,22.12731006160164
396,Children From Other Unions,1,Female,Yes,No,Biological Mother,Non-Relative, ,17 Feb 16,19.12662559890486
396,Children From Other Unions,1,Female,Yes,No,Biological Mother,Non-Relative, ,17 Feb 16,12.12867898699521
396,Children From Other Unions,1,Female,Yes,No,Biological Mother,Non-Relative, ,17 Feb 16,14.12731006160164
396,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,17 Feb 16,8.128678986995208
398,Children From Other Unions,1,Male,Yes,No,Biological Mother,Maternal Grandparent, ,17 Feb 16,11.13210130047912
398,Children From Other Unions,1,Male,Yes,No,Biological Mother,Maternal Grandparent, ,17 Feb 16,7.709787816563997
399,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,18 Feb 16,17.96577686516085
399,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,18 Feb 16,12.70910335386721
399,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,18 Feb 16,11.62217659137577
399,Children With Biological Father,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,18 Feb 16,7.452429842573579
401,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,18 Jan 16,4.292950034223135
401,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,18 Jan 16,13.9356605065024
401,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,18 Jan 16,8.991101984941821
401,Children From Other Unions,2,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,18 Jan 16,.5941136208076659
403,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,18 Jan 16,13.29226557152635
404,Children From Other Unions,1,,Yes,Yes,Biological Mother,Biolgical Mother, ,18 Jan 16,19.01711156741958
404,Children From Other Unions,1,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,18 Jan 16,14.97056810403833
405,Children From Other Unions,1,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,18 Jan 16,7.044490075290897
406,Children From Other Unions,1,Female,Yes,No,Biological Mother,Maternal Grandparent, ,18 Jan 16,24.53114305270363
406,Children From Other Unions,2,Female,Yes,No,Biological Mother,Maternal Grandparent, ,18 Jan 16,22.4394250513347
406,Children From Other Unions,3,Female,Yes,No,Biological Mother,Maternal Grandparent, ,18 Jan 16,17.13073237508556
406,Children From Other Unions,4,Male,Yes,No,Biological Mother,Maternal Grandparent, ,18 Jan 16,13.70841889117043
406,Children From Other Unions,5,Male,Yes,No,Biological Mother,Maternal Grandparent, ,18 Jan 16,10.79808350444901
407,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,18 Jan 16,17.37987679671458
407,Children With Biological Father,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,18 Jan 16,16.13141683778234
