PI7,ID,KST_Number,S19_1,S19_3,S19_4,S20_1,S20_3,S20_12,S20_13,S20_14,S20_15,S20_16,S20_18,S20_1_1,S20_1_2,S20_1_3,S20_2_1,S20_2_2,S20_2_3,S20_2_4,S20_2_5,S20_2_5_4,S20_2_5_0,S20_2_5_1,S20_2_5_2,S20_2_5_3,S20_2_5_97,S20_2_5_98,S20_3_1,S20_3_2,S20_3_3,S20_3_4,S20_3_5,S20_3_6,S20_3_6_0,S20_3_6_1,S20_3_6_2,S20_3_6_3,S20_3_6_4,S20_3_6_5,S20_3_6_6,S20_3_6_7,S20_3_6_8,S20_3_6_9,S20_3_6_97,S20_3_6_98,S20_3_7,S20_3_8,S20_3_9,S20_4_1,S20_4_2,S20_4_3,S20_4_3_1,S20_4_3_2,S20_4_3_3,S20_4_3_4,S20_4_3_5,S20_4_3_6,S20_4_3_7,S20_4_3_8,S20_4_3_97,S20_4_3_98,S20_4_5,S20_5_1,S20_5_2,S20_5_3,S20_5_4,S20_5_5,Additional_Record_Flag,KST_ID
149318B4-5D7F-4763-8660-968BF3C02B0C,12,53,Paternal Aunt,Don't Know,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,12053
149318B4-5D7F-4763-8660-968BF3C02B0C,12,73,Maternal Grandfather,Yes,98,Yes,,No,,,,, ,Employed Full Time,Don't Know,Rich,,,,, ,,,,,,,,Yes,Yes,Unsure/Don't Know,Less Than Half Of All Expenses,Regularly Every Month,6 7,No,No,No,No,No,No,Yes,Yes,No,No,No,No, ,Unsure/Don't Know,Satisfied,Yes,1-2 hours,4,No,No,No,Yes,No,No,No,No,No,No,Satisfied,Agree,Agree,Agree,Agree,Yes,No,12073
149318B4-5D7F-4763-8660-968BF3C02B0C,12,54,Paternal Aunt,Don't Know,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,12054
149318B4-5D7F-4763-8660-968BF3C02B0C,12,74,Paternal Grandmother,No,,,,,,,,, ,,,,,,,,           .,,,,,,,,,,,,,           .,,,,,,,,,,,,,           .,,,,,           .,,,,,,,,,,,,,,,,,Yes,12074
149318B4-5D7F-4763-8660-968BF3C02B0C,12,1,Biological Father,Yes,98,No,,No,No,,,, ,Don't Know,,Don't Know,Not In The last Month,0,Not In The last Month,Once A Week,4,Yes,No,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Agree,Don't Agree,Don't Agree,Don't Agree,No,No,12001
BE9BE28A-C34D-402F-8E88-D79D8F11614A,328,73,Maternal Grandfather,No,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,328073
BE9BE28A-C34D-402F-8E88-D79D8F11614A,328,43,Maternal Uncle,Yes,4,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,328043
BE9BE28A-C34D-402F-8E88-D79D8F11614A,328,12,Sibling (Brother),Yes,6,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,328012
BE9BE28A-C34D-402F-8E88-D79D8F11614A,328,1,Biological Father,Yes,32,No,,No,No,,,, ,Employed Full Time,Don't Know,Average,1-3 Times In A Month,0,1-3 Times In A Month,1-3 Times In A Month,1,No,No,Yes,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Agree,Don't Agree,Don't Agree,Somewhat Agree,No,No,328001
BE9BE28A-C34D-402F-8E88-D79D8F11614A,328,33,Maternal Aunt,Yes,22,No,,No,Yes,< 1 Hour,Walk,0-49 KSH, ,Not Employed And Not Looking For Work,,Average,1-3 Times In A Month,Somewhat,1-3 Times In A Month,1-3 Times In A Month,0,No,Yes,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,Yes,5-9 Hours,1 2 4,Yes,Yes,No,Yes,No,No,No,No,No,No,Satisfied,Agree,Agree,Agree,Agree,Yes,No,328033
BE9BE28A-C34D-402F-8E88-D79D8F11614A,328,75, Paternal Grandfather,Don't Know,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,328075
BE9BE28A-C34D-402F-8E88-D79D8F11614A,328,74,Paternal Grandmother,Don't Know,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,328074
BE9BE28A-C34D-402F-8E88-D79D8F11614A,328,32,Maternal Aunt,Yes,26,No,,No,Yes,< 1 Hour,Matatu,0-49 KSH, ,Employed Full Time,Don't Know,Average,1-3 Times In A Month,Somewhat,1-3 Times In A Month,1-3 Times In A Month,0,No,Yes,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Agree,Agree,Agree,Agree,Yes,No,328032
BE9BE28A-C34D-402F-8E88-D79D8F11614A,328,72,Maternal Grandmother,Yes,48,No,,No,Yes,< 1 Hour,Walk,0-49 KSH, ,Employed Full Time,Don't Know,Average,2-3 Times A Week,Somewhat,2-3 Times A Week,Daily,0,No,Yes,No,No,No,No,No,Yes,Yes,2000 Kshs Or More,Less Than Half Of All Expenses,Upon Request,97,No,No,No,No,No,No,No,No,No,No,Yes,No,School fees and buying school uniform,2000 Kshs Or More,Satisfied,No,, ,,,,,,,,,,,,Agree,Agree,Agree,Agree,Yes,No,328072
BE9BE28A-C34D-402F-8E88-D79D8F11614A,328,42,Maternal Uncle,Yes,14,No,,No,Yes,< 1 Hour,Walk,0-49 KSH, ,Not Employed And Not Looking For Work,,Average,1-3 Times In A Month,Somewhat,1-3 Times In A Month,Not In The last Month,4,Yes,No,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Agree,Agree,Agree,Agree,Yes,No,328042
BF2A3833-70B5-4818-A7A3-595A7A377C28,329,74,Paternal Grandmother,No,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,329074
BF2A3833-70B5-4818-A7A3-595A7A377C28,329,53,Paternal Aunt,Yes,98,No,,Don't Know,No,,,, ,Don't Know,,Don't Know,Not In The last Month,0,Not In The last Month,Not In The last Month,4,Yes,No,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Agree,Don't Agree,Don't Agree,Don't Agree,Don't Know,No,329053
BF2A3833-70B5-4818-A7A3-595A7A377C28,329,32,Maternal Aunt,Yes,14,No,,No,Yes,1<3 Hours,Matatu,100-249 KSH, ,Not Employed And Not Looking For Work,,Poor,Not In The last Month,Somewhat,Not In The last Month,Not In The last Month,4,Yes,No,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Somewhat Agree,Agree,Don't Agree,Agree,Yes,No,329032
BF2A3833-70B5-4818-A7A3-595A7A377C28,329,42,Maternal Uncle,Yes,30,No,,No,Yes,1<3 Hours,Matatu,100-249 KSH, ,Employed Full Time,Don't Know,Rich,Not In The last Month,Somewhat,Not In The last Month,1-3 Times In A Month,0,No,Yes,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Agree,Agree,Agree,Agree,Yes,No,329042
BF2A3833-70B5-4818-A7A3-595A7A377C28,329,52,Paternal Aunt,Yes,98,No,,No,No,,,, ,Employed Full Time,20000 or more,Average,Not In The last Month,Somewhat,Not In The last Month,Once A Week,0,No,Yes,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Agree,Don't Agree,Don't Agree,Don't Know,Don't Know,No,329052
BF2A3833-70B5-4818-A7A3-595A7A377C28,329,1,Biological Father,Yes,98,No,,No,Yes,3<6 Hours,Matatu,100-249 KSH, ,Don't Know,,Don't Know,Not In The last Month,0,Not In The last Month,Not In The last Month,4,Yes,No,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Agree,Don't Agree,Don't Agree,Don't Agree,Don't Know,No,329001
BF2A3833-70B5-4818-A7A3-595A7A377C28,329,62,Paternal Uncle,Yes,98,No,,Don't Know,No,,,, ,Don't Know,,Don't Know,Not In The last Month,0,Not In The last Month,Not In The last Month,4,Yes,No,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Agree,Don't Agree,Don't Agree,Don't Know,Don't Know,No,329062
BF2A3833-70B5-4818-A7A3-595A7A377C28,329,12,Sibling (Sister),Yes,12,Yes,,No,,,,, ,Not Employed And Not Looking For Work,,Very Poor,,,,, ,,,,,,,,No,,,,, ,,,,,,,,,,,,, ,,,Yes,5-9 Hours,4 5 6,No,No,No,Yes,Yes,Yes,No,No,No,No,Satisfied,Somewhat Agree,Agree,Don't Agree,Agree,Yes,No,329012
BF2A3833-70B5-4818-A7A3-595A7A377C28,329,73,Maternal Grandfather,No,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,329073
BF2A3833-70B5-4818-A7A3-595A7A377C28,329,44,Maternal Uncle,Yes,28,No,,No,Yes,1<3 Hours,Matatu,100-249 KSH, ,Employed Full Time,20000 or more,Average,Not In The last Month,Not At All,Not In The last Month,1-3 Times In A Month,0,No,Yes,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Yes,No,329044
BF2A3833-70B5-4818-A7A3-595A7A377C28,329,63,Paternal Uncle,Yes,98,No,,Don't Know,No,,,, ,Don't Know,,Don't Know,Not In The last Month,0,Not In The last Month,Not In The last Month,4,Yes,No,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Agree,Don't Agree,Don't Agree,Don't Know,Don't Know,No,329063
BF2A3833-70B5-4818-A7A3-595A7A377C28,329,75, Paternal Grandfather,No,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,329075
BF2A3833-70B5-4818-A7A3-595A7A377C28,329,72,Maternal Grandmother,Yes,98,No,,No,Yes,1<3 Hours,Matatu,100-249 KSH, ,Not Employed And Not Looking For Work,,Average,1-3 Times In A Month,Somewhat,1-3 Times In A Month,2-3 Times A Week,4,Yes,No,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Agree,Agree,Agree,Agree,Yes,No,329072
BF2A3833-70B5-4818-A7A3-595A7A377C28,329,43,Maternal Uncle,Yes,22,No,,Don't Know,No,,,, ,Employed Full Time,20000 or more,Rich,Not In The last Month,Somewhat,Not In The last Month,Not In The last Month,0,No,Yes,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Agree,Agree,Agree,Agree,Yes,No,329043
CE20BB74-7A33-4245-ADC3-718F308B1D8E,424,48,Maternal Uncle,Yes,98,No,No,No,Yes,,,, ,Employed Full Time,Don't Know,Average,1-3 Times In A Month,Somewhat,Not In The last Month,1-3 Times In A Month,0,No,Yes,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Agree,Agree,Agree,Agree,Yes,No,424048
CE20BB74-7A33-4245-ADC3-718F308B1D8E,424,46,Maternal Uncle,Yes,30,No,No,No,Yes,< 1 Hour,Walk,0-49 KSH, ,Employed Full Time,Don't Know,Average,Daily,Somewhat,1-3 Times In A Month,2-3 Times A Week,0,No,Yes,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Agree,Agree,Agree,Agree,Yes,No,424046
CE20BB74-7A33-4245-ADC3-718F308B1D8E,424,72,Maternal Grandmother,Yes,98,No,Yes,No,Yes,3<6 Hours,Matatu,>= 1000 KSH, ,Not Employed And Not Looking For Work,,Average,Not In The last Month,Somewhat,Daily,2-3 Times A Week,0,No,Yes,No,No,No,No,No,Yes,Yes,Unsure/Don't Know,Half Of All Expenses,Regularly Every Month,1 2 3 4,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No, ,Unsure/Don't Know,Don't Know,Yes,10 Or More Hours,1 2 3 6 7,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Satisfied,Agree,Agree,Agree,Agree,Yes,No,424072
CE20BB74-7A33-4245-ADC3-718F308B1D8E,424,65,Paternal Uncle,Yes,98,No,No,Don't Know,No,,,, ,Don't Know,,Average,Not In The last Month,0,Not In The last Month,Not In The last Month,4,Yes,No,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Agree,Don't Agree,Don't Agree,Don't Agree,No,No,424065
CE20BB74-7A33-4245-ADC3-718F308B1D8E,424,47,Maternal Uncle,Yes,26,No,No,No,Yes,< 1 Hour,Walk,0-49 KSH, ,Employed Full Time,Don't Know,Average,Daily,Somewhat,1-3 Times In A Month,Once A Week,0,No,Yes,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Agree,Agree,Agree,Agree,Yes,No,424047
CE20BB74-7A33-4245-ADC3-718F308B1D8E,424,52,Paternal Aunt,Yes,98,No,No,No,Yes,< 1 Hour,Walk,0-49 KSH, ,Don't Know,,Average,1-3 Times In A Month,0,Not In The last Month,Not In The last Month,4,Yes,No,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Agree,Don't Agree,Don't Agree,Don't Agree,No,No,424052
CE20BB74-7A33-4245-ADC3-718F308B1D8E,424,44,Maternal Uncle,Yes,98,No,No,No,Yes,< 1 Hour,Walk,0-49 KSH, ,Employed Full Time,Don't Know,Average,Daily,Somewhat,1-3 Times In A Month,2-3 Times A Week,0,No,Yes,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Agree,Agree,Agree,Agree,Yes,No,424044
CE20BB74-7A33-4245-ADC3-718F308B1D8E,424,62,Paternal Uncle,Yes,98,No,No,No,No,,,, ,Employed Full Time,Don't Know,Average,Not In The last Month,0,Not In The last Month,Not In The last Month,4,Yes,No,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Agree,Don't Agree,Don't Agree,Don't Agree,No,No,424062
CE20BB74-7A33-4245-ADC3-718F308B1D8E,424,32,Maternal Aunt,Yes,37,No,No,,Yes,3<6 Hours,Matatu,>= 1000 KSH, ,Not Employed And Looking For Work,,Average,Not In The last Month,Somewhat,Daily,Daily,1,No,No,Yes,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,Yes,3-5 Hours,1 4 5 7,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Satisfied,Agree,Agree,Agree,Agree,Yes,No,424032
CE20BB74-7A33-4245-ADC3-718F308B1D8E,424,73,Maternal Grandfather,Yes,98,No,Yes,No,Yes,3<6 Hours,Matatu,>= 1000 KSH, ,Not Employed And Not Looking For Work,,Average,1-3 Times In A Month,Somewhat,Daily,2-3 Times A Week,0,No,Yes,No,No,No,No,No,Yes,Yes,Unsure/Don't Know,More Than Half Of All Expenses,Regularly Every Month,1 2 3 4,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No, ,Unsure/Don't Know,Satisfied,Yes,3-5 Hours,1 2 4 7,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Satisfied,Agree,Agree,Agree,Agree,Yes,No,424073
CE20BB74-7A33-4245-ADC3-718F308B1D8E,424,53,Paternal Aunt,Yes,98,No,No,No,Yes,6<11 Hours,Bus,>= 1000 KSH, ,Don't Know,,Average,Not In The last Month,0,Not In The last Month,Not In The last Month,4,Yes,No,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Agree,Don't Agree,Don't Agree,Don't Agree,No,No,424053
CE20BB74-7A33-4245-ADC3-718F308B1D8E,424,45,Maternal Uncle,Yes,98,No,No,No,Yes,< 1 Hour,Walk,0-49 KSH, ,Employed Full Time,Don't Know,Average,Daily,Somewhat,1-3 Times In A Month,2-3 Times A Week,0,No,Yes,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Agree,Agree,Agree,Agree,Yes,No,424045
CE20BB74-7A33-4245-ADC3-718F308B1D8E,424,64,Paternal Uncle,Yes,98,No,No,Don't Know,No,,,, ,Don't Know,,Average,Not In The last Month,0,Not In The last Month,Not In The last Month,4,Yes,No,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Agree,Don't Agree,Don't Agree,Don't Agree,No,No,424064
CE20BB74-7A33-4245-ADC3-718F308B1D8E,424,63,Paternal Uncle,Yes,98,No,No,Don't Know,No,,,, ,Employed Full Time,Don't Know,Average,Not In The last Month,0,Not In The last Month,Not In The last Month,4,Yes,No,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Agree,Don't Agree,Don't Agree,Don't Agree,No,No,424063
CE20BB74-7A33-4245-ADC3-718F308B1D8E,424,74,Paternal Grandmother,Yes,98,No,No,Yes,No,,,, ,Don't Know,,Average,Not In The last Month,0,Not In The last Month,Not In The last Month,4,Yes,No,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,No,424074
CE20BB74-7A33-4245-ADC3-718F308B1D8E,424,1,Biological Father,Yes,35,No,No,Yes,No,,,, ,Employed Full Time,Don't Know,Average,Daily,0,1-3 Times In A Month,Not In The last Month,4,Yes,No,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Agree,Don't Agree,Don't Agree,Don't Agree,No,No,424001
CE20BB74-7A33-4245-ADC3-718F308B1D8E,424,49,Maternal Uncle,Yes,98,No,No,No,Yes,3<6 Hours,Matatu,>= 1000 KSH, ,Employed Part Time,Don't Know,Average,1-3 Times In A Month,Somewhat,Daily,1-3 Times In A Month,0,No,Yes,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Agree,Agree,Agree,Agree,Yes,No,424049
CE20BB74-7A33-4245-ADC3-718F308B1D8E,424,42,Maternal Uncle,Yes,98,No,No,No,Yes,< 1 Hour,Walk,0-49 KSH, ,Employed Full Time,Don't Know,Average,Daily,Somewhat,1-3 Times In A Month,1-3 Times In A Month,4,Yes,No,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Agree,Agree,Agree,Agree,Yes,No,424042
CE20BB74-7A33-4245-ADC3-718F308B1D8E,424,75, Paternal Grandfather,Yes,98,No,No,No,No,,,, ,Don't Know,,Average,Not In The last Month,0,Not In The last Month,Not In The last Month,4,Yes,No,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Agree,Don't Agree,Don't Agree,Don't Agree,No,No,424075
CE20BB74-7A33-4245-ADC3-718F308B1D8E,424,142,Maternal Uncle,Yes,98,No,Yes,,Yes,3<6 Hours,Matatu,>= 1000 KSH, ,Employed Part Time,Don't Know,Average,Not In The last Month,Somewhat,Daily,1-3 Times In A Month,0,No,Yes,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Agree,Agree,Agree,Agree,Yes,No,424142
753D9E3E-CCCA-4B6F-890C-56265D7BF737,76,42,Maternal Uncle,Yes,98,No,,No,Yes,< 1 Hour,Walk,0-49 KSH, ,Don't Know,,Average,2-3 Times A Week,Not At All,2-3 Times A Week,Not In The last Month,4,Yes,No,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Agree,Agree,Agree,Agree,Yes,No,76042
753D9E3E-CCCA-4B6F-890C-56265D7BF737,76,12,Sibling (Sister),Yes,7,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,76012
753D9E3E-CCCA-4B6F-890C-56265D7BF737,76,75, Paternal Grandfather,Don't Know,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,76075
753D9E3E-CCCA-4B6F-890C-56265D7BF737,76,144,Maternal Uncle,Yes,98,No,,No,Yes,< 1 Hour,Walk,0-49 KSH, ,Employed Part Time,Don't Know,Average,Daily,Not At All,Daily,1-3 Times In A Month,0,No,Yes,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Agree,Agree,Agree,Agree,Yes,No,76144
753D9E3E-CCCA-4B6F-890C-56265D7BF737,76,45,Maternal Uncle,No,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,76045
753D9E3E-CCCA-4B6F-890C-56265D7BF737,76,72,Maternal Grandmother,Yes,98,Yes,,No,,,,, ,Employed Part Time,2500-4999,Average,,,,, ,,,,,,,,Yes,Yes,Unsure/Don't Know,Half Of All Expenses,Regularly Every Month,1,No,Yes,No,No,No,No,No,No,No,No,No,No, ,Unsure/Don't Know,Satisfied,Yes,3-5 Hours,1 2 3,Yes,Yes,Yes,No,No,No,No,No,No,No,Satisfied,Agree,Agree,Agree,Agree,Yes,No,76072
753D9E3E-CCCA-4B6F-890C-56265D7BF737,76,143,Maternal Uncle,Yes,98,No,,No,No,,,, ,Employed Part Time,Don't Know,Average,1-3 Times In A Month,Not At All,1-3 Times In A Month,1-3 Times In A Month,0,No,Yes,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Agree,Agree,Agree,Agree,Yes,No,76143
753D9E3E-CCCA-4B6F-890C-56265D7BF737,76,32,Maternal Aunt,Yes,98,No,,No,No,,,, ,Employed Full Time,Don't Know,Average,Not In The last Month,Somewhat,Not In The last Month,Not In The last Month,4,Yes,No,No,No,No,No,No,Yes,Yes,Unsure/Don't Know,More Than Half Of All Expenses,A Few Times A Year,1,No,Yes,No,No,No,No,No,No,No,No,No,No, ,Unsure/Don't Know,Satisfied,No,, ,,,,,,,,,,,,Agree,Agree,Agree,Agree,Yes,No,76032
753D9E3E-CCCA-4B6F-890C-56265D7BF737,76,74,Paternal Grandmother,Don't Know,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,76074
753D9E3E-CCCA-4B6F-890C-56265D7BF737,76,1,Biological Father,Yes,26,No,,Don't Know,No,,,, ,Don't Know,,Average,Not In The last Month,0,Not In The last Month,Not In The last Month,4,Yes,No,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Agree,Don't Agree,Don't Agree,Don't Agree,No,No,76001
753D9E3E-CCCA-4B6F-890C-56265D7BF737,76,73,Maternal Grandfather,Don't Know,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,76073
5EBBCDEF-C5FE-48FE-9C1B-3EBE566393E8,14,3,Sibling (Sister),Yes,14,Yes,,No,,,,, ,Not Employed And Not Looking For Work,,Very Poor,,,,, ,,,,,,,,No,,,,, ,,,,,,,,,,,,, ,,,Yes,,4,No,No,No,Yes,No,No,No,No,No,No,Satisfied,Agree,Agree,Don't Agree,Agree,Yes,No,14003
5EBBCDEF-C5FE-48FE-9C1B-3EBE566393E8,14,2,Sibling (Sister),Yes,18,Yes,,No,,,,, ,Not Employed And Not Looking For Work,,Very Poor,,,,, ,,,,,,,,No,,,,, ,,,,,,,,,,,,, ,,,Yes,1-2 hours,2 4,No,Yes,No,Yes,No,No,No,No,No,No,Satisfied,Agree,Agree,Agree,Agree,Yes,No,14002
5EBBCDEF-C5FE-48FE-9C1B-3EBE566393E8,14,75, Paternal Grandfather,No,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,14075
5EBBCDEF-C5FE-48FE-9C1B-3EBE566393E8,14,132,Maternal Aunt,Yes,33,No,,No,No,,,, ,Not Employed And Not Looking For Work,,Poor,Not In The last Month,Not At All,Not In The last Month,Not In The last Month,4,Yes,No,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,No,No,14132
5EBBCDEF-C5FE-48FE-9C1B-3EBE566393E8,14,262,Paternal Uncle,Yes,50,No,No,No,No,More Than A Day,Bus,>= 1000 KSH,Not in good terms,Employed Part Time,Don't Know,Average,Not In The last Month,0,Not In The last Month,Not In The last Month,           .,Yes,No,No,No,No,No,No,No,No,,,,           .,,,,,,,,,,,,,           .,,,No,,           .,,,,,,,,,,,,Don't Agree,Don't Agree,Don't Agree,Don't Agree,Yes,Yes,14262
5EBBCDEF-C5FE-48FE-9C1B-3EBE566393E8,14,1,Biological Father,Yes,98,No,,Don't Know,,,,, ,Don't Know,,Don't Know,Not In The last Month,0,Not In The last Month,Not In The last Month,4,Yes,No,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Agree,Don't Agree,Don't Agree,Don't Agree,No,No,14001
5EBBCDEF-C5FE-48FE-9C1B-3EBE566393E8,14,352,Paternal Aunt,Yes,98,No,,No,No,,,, ,Not Employed And Looking For Work,,Average,Not In The last Month,Not At All,Not In The last Month,Not In The last Month,4 0,Yes,Yes,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Somewhat Agree,Agree,Don't Know,Somewhat Agree,Yes,No,14352
5EBBCDEF-C5FE-48FE-9C1B-3EBE566393E8,14,133,Maternal Aunt,Yes,35,No,,Don't Know,No,,,, ,Don't Know,,Poor,Not In The last Month,Not At All,Not In The last Month,Not In The last Month,0 1,No,Yes,Yes,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Yes,No,14133
5EBBCDEF-C5FE-48FE-9C1B-3EBE566393E8,14,73,Maternal Grandfather,No,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,14073
5EBBCDEF-C5FE-48FE-9C1B-3EBE566393E8,14,74,Paternal Grandmother,No,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,14074
5EBBCDEF-C5FE-48FE-9C1B-3EBE566393E8,14,4,Sibling (Sister),Yes,9,Yes,,No,,,,, ,,,Very Poor,,,,, ,,,,,,,,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Somewhat Agree,Agree,Don't Agree,Agree,Yes,No,14004
